City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
469,Bairiki,KI,1.3292,172.9752,84.2,79,20,5.75,light rain
470,Akdepe,TM,42.0551,59.3788,39.2,55,38,13.58,scattered clouds
471,Ordubad,AZ,38.9059,46.0234,37.49,71,100,6.38,overcast clouds
472,Fort Pierce,US,27.4467,-80.3256,72.05,74,0,4.0,clear sky
473,Belyy Yar,RU,53.6039,91.3903,-9.51,77,20,2.24,mist
474,Alihe,CN,50.5667,123.7167,9.12,51,28,7.11,scattered clouds
475,Okhotsk,RU,59.3833,143.3,14.41,79,100,13.29,overcast clouds
476,Rawlins,US,41.7911,-107.2387,1.62,80,0,5.48,clear sky
477,Miri,MY,4.4148,114.0089,83.68,74,24,8.41,few clouds
478,Valdivia,CL,-39.8142,-73.2459,54.32,98,18,1.99,few clouds
479,Henties Bay,NA,-22.116,14.2845,66.85,81,0,3.76,clear sky
480,Biak,ID,-0.9131,122.8766,83.1,67,96,1.88,overcast clouds
481,Thinadhoo,MV,0.5333,72.9333,82.44,68,6,5.39,clear sky
482,Solhan,TR,38.9634,41.0293,20.82,93,100,5.75,overcast clouds
483,Sorland,NO,67.667,12.6934,26.67,63,99,14.05,overcast clouds
484,Neiafu,TO,-18.65,-173.9833,80.49,79,26,14.25,moderate rain
485,Haines Junction,CA,60.7522,-137.5108,-3.5,99,100,1.86,overcast clouds
486,Naze,JP,28.3667,129.4833,55.35,85,100,20.02,overcast clouds
487,Aquiraz,BR,-3.9014,-38.3911,79.18,87,93,7.02,overcast clouds
488,Touros,BR,-5.1989,-35.4608,76.1,79,85,11.05,overcast clouds
489,Khawhai,IN,23.3667,93.1167,65.19,28,1,2.66,clear sky
490,Itanagar,IN,27.1,93.6167,63.23,47,79,3.89,broken clouds
491,Marsa Matruh,EG,31.3525,27.2453,50.94,73,74,19.69,broken clouds
492,Suhbaatar,MN,50.2314,106.2078,4.35,84,81,4.74,broken clouds
493,Melo,UY,-32.3667,-54.1833,67.53,97,7,6.64,clear sky
494,Kieta,PG,-6.2167,155.6333,81.45,86,100,12.28,moderate rain
495,Muros,ES,42.7762,-9.0603,53.83,83,98,8.84,overcast clouds
496,Alta Floresta,BR,-9.8756,-56.0861,70.72,96,80,2.04,broken clouds
497,Qaqortoq,GL,60.7167,-46.0333,19.9,89,100,14.5,light snow
498,Bashmakovo,RU,53.2133,43.0342,25.59,97,100,5.46,overcast clouds
499,Batemans Bay,AU,-35.7167,150.1833,70.11,58,33,11.72,scattered clouds
500,Betafo,MG,-19.8333,46.85,71.17,56,92,4.16,overcast clouds
501,Dzhankoy,UA,45.7167,34.4,35.28,98,100,8.93,snow
502,Haysville,US,37.5645,-97.3523,15.58,82,100,25.32,light snow
503,Ahuimanu,US,21.4447,-157.8378,74.91,74,0,1.99,clear sky
504,Sawtell,AU,-30.3833,153.1,71.19,95,100,17.27,light rain
505,Gannan,CN,47.9147,123.5031,9.36,63,99,8.08,overcast clouds
506,Meadville,US,41.6414,-80.1515,38.77,96,100,1.01,light rain
507,Ahipara,NZ,-35.1667,173.1667,72.07,76,94,11.99,overcast clouds
508,Matara,LK,5.9485,80.5353,85.3,55,10,3.56,clear sky
509,Mabay,PH,6.0577,124.4666,82.74,67,100,5.66,overcast clouds
510,Coihaique,CL,-45.5752,-72.0662,52.57,98,100,4.27,light rain
511,Kalemie,CD,-5.9475,29.1947,69.33,90,100,5.17,light rain
512,Steinbach,DE,50.1667,8.5667,47.61,92,75,4.61,broken clouds
513,Plettenberg Bay,ZA,-34.0527,23.3716,70.59,83,100,1.61,overcast clouds
514,Iskateley,RU,67.6803,53.1512,6.28,97,100,5.7,overcast clouds
515,Placido De Castro,BR,-10.3353,-67.1856,71.01,97,43,1.95,moderate rain
516,Necochea,AR,-38.5473,-58.7368,65.03,71,89,11.83,overcast clouds
517,Marzuq,YE,14.4,46.4667,67.23,25,9,4.23,clear sky
518,Aioi,JP,34.8036,134.4681,53.35,31,86,3.0,overcast clouds
519,Tepalcatepec,MX,19.1833,-102.85,67.55,44,0,2.53,clear sky
520,Bowen,AU,-20.0167,148.2333,85.28,73,100,13.87,overcast clouds
521,Gambo,CF,4.6482,22.2633,75.6,33,98,2.39,overcast clouds
522,Aleksandrovsk-Sakhalinskiy,RU,50.8975,142.1561,6.62,95,100,12.44,light snow
523,Governador Valadares,BR,-18.8511,-41.9494,71.13,99,100,0.6,overcast clouds
524,Malakal,SS,9.5334,31.6605,79.92,20,100,8.32,overcast clouds
525,Flin Flon,CA,54.7682,-101.865,-20.72,94,15,7.63,few clouds
526,Oranjemund,NA,-28.55,16.4333,67.75,84,100,3.47,overcast clouds
527,Taksimo,RU,56.3444,114.8794,-3.95,84,22,0.4,few clouds
528,Brae,GB,60.3964,-1.353,46.31,93,100,20.51,overcast clouds
529,Menongue,AO,-14.6585,17.691,67.8,48,67,5.46,broken clouds
530,Buala,SB,-8.145,159.5921,79.56,85,100,10.47,light rain
531,Meulaboh,ID,4.1363,96.1285,86.77,63,36,6.22,scattered clouds
532,Tautira,PF,-17.7333,-149.15,82.42,79,34,21.52,light rain
533,Nantucket,US,41.2835,-70.0995,41.11,93,100,4.61,mist
534,Tazovskiy,RU,67.4667,78.7,-13.36,97,88,11.5,overcast clouds
535,Lata,PT,40.1629,-8.3327,43.72,75,98,1.68,overcast clouds
536,Chuy,UY,-33.6971,-53.4616,69.64,94,3,9.42,clear sky
537,Ribeira Do Pombal,BR,-10.8344,-38.5358,71.15,94,30,3.67,scattered clouds
538,Ventersburg,ZA,-28.0856,27.1381,74.46,57,19,5.35,few clouds
539,Arlit,NE,18.7369,7.3853,53.92,23,0,8.88,clear sky
540,Alofi,NU,-19.0595,-169.9187,81.05,71,84,23.47,broken clouds
541,San Rafael Del Sur,NI,11.8485,-86.4384,73.94,72,25,9.37,scattered clouds
542,Bathsheba,BB,13.2167,-59.5167,77.61,73,40,16.11,scattered clouds
543,Batagay-Alyta,RU,67.8006,130.4114,-21.41,95,91,1.57,overcast clouds
544,Ugoofaaru,MV,5.6667,73.0,81.41,70,16,6.38,few clouds
545,Hambantota,LK,6.1241,81.1185,88.14,66,20,3.44,few clouds
546,Kostelec Nad Orlici,CZ,50.1227,16.2132,35.33,36,74,4.5,broken clouds
547,Sibolga,ID,1.7427,98.7792,85.68,66,53,4.52,light rain
548,Codrington,AU,-38.2667,141.9667,61.32,61,98,16.91,overcast clouds
549,Klaksvik,FO,62.2266,-6.589,40.12,95,100,28.74,overcast clouds
550,Fairbanks,US,64.8378,-147.7164,-17.91,67,20,3.44,few clouds
551,Mogadishu,SO,2.0371,45.3438,81.45,69,68,19.3,broken clouds
552,Luderitz,NA,-26.6481,15.1594,67.75,80,36,2.28,scattered clouds
553,Hlotse,LS,-28.8718,28.045,72.77,47,1,3.04,clear sky
554,Chake Chake,TZ,-5.2459,39.7666,83.68,68,90,7.38,overcast clouds
555,Vanimo,PG,-2.6741,141.3028,80.44,81,90,4.9,moderate rain
556,North Myrtle Beach,US,33.816,-78.68,55.06,94,89,1.01,overcast clouds
557,Sayan,PE,-11.1361,-77.1933,68.63,78,56,1.48,broken clouds
558,Vestmannaeyjar,IS,63.4427,-20.2734,29.32,71,95,21.41,overcast clouds
559,Carros,FR,43.7894,7.184,54.72,55,0,12.66,clear sky
560,San Carlos Del Zulia,VE,9.0,-71.9135,71.58,89,11,4.0,few clouds
561,Tianpeng,CN,30.9866,103.9393,46.94,55,31,4.21,scattered clouds
562,Qui Nhon,VN,13.7667,109.2333,76.86,79,76,13.78,broken clouds
563,Djambala,CG,-2.5447,14.7533,67.51,95,100,3.29,moderate rain
564,Shumskiy,RU,54.8318,99.1328,12.11,85,97,1.36,overcast clouds
565,Pokhara,NP,28.2333,83.9833,62.08,49,72,6.38,broken clouds
566,Mehamn,NO,71.0357,27.8492,21.38,85,0,11.5,snow
567,Road Town,VG,18.4167,-64.6167,75.99,73,1,13.82,clear sky
568,San Luis,AR,-33.295,-66.3356,66.7,56,0,4.03,clear sky
569,Royan,FR,45.6285,-1.0281,43.79,90,79,4.83,broken clouds
570,Kurmanayevka,RU,52.5093,52.0675,31.46,97,100,19.73,snow
571,Cabo San Lucas,MX,22.8909,-109.9124,69.51,69,81,6.22,broken clouds
572,Gizo,SB,-8.103,156.8419,80.55,81,100,12.24,moderate rain
573,Dinajpur,BD,25.6272,88.6386,74.12,36,47,7.94,scattered clouds
574,Smithers,CA,54.7804,-127.1743,15.57,97,97,0.34,overcast clouds
575,San Isidro,PE,-12.1167,-77.05,69.51,66,20,4.0,few clouds
576,Deputatskiy,RU,69.3,139.9,-25.62,93,59,4.12,broken clouds
577,Sapozhok,RU,53.9419,40.6806,7.97,98,100,3.02,overcast clouds
578,Dukat,RU,62.55,155.55,-14.19,78,25,7.38,scattered clouds
579,Porgera,PG,-5.4667,143.2,48.25,93,100,3.06,overcast clouds
580,Lapua,FI,62.9693,23.0088,0.28,98,99,0.92,overcast clouds
581,Tarakan,ID,3.3,117.6333,89.1,58,40,3.44,scattered clouds
582,Taiyuan,CN,37.8694,112.5603,35.46,15,0,4.47,clear sky
583,Muisne,EC,0.6,-80.0333,75.49,90,69,5.68,light rain
584,Balabac,PH,7.9868,117.0645,83.12,71,52,13.96,broken clouds
585,Poronaysk,RU,49.2167,143.1167,14.11,76,60,7.52,broken clouds
586,Verkhoturye,RU,58.8627,60.8054,22.64,95,100,6.78,light snow
587,Ilhabela,BR,-23.7781,-45.3581,74.73,89,100,3.8,overcast clouds
588,Vicuna,CL,-30.0319,-70.7081,68.76,67,0,1.63,clear sky
589,Alappuzha,IN,9.49,76.3264,83.16,63,17,7.18,few clouds
590,Copiapo,CL,-27.3667,-70.3333,64.15,72,0,1.99,clear sky
591,Cape Coast,GH,5.1053,-1.2466,77.63,82,78,4.47,broken clouds
592,Estelle,US,29.8458,-90.1067,64.02,88,100,6.91,overcast clouds
593,Eydhafushi,MV,5.1033,73.0708,82.0,67,21,8.59,few clouds
594,Mount Gambier,AU,-37.8333,140.7667,63.72,55,76,13.69,broken clouds
595,Kalush,UA,49.0119,24.3731,31.95,95,100,14.54,light snow
596,Los Alamos,US,35.8881,-106.307,16.03,82,100,5.99,overcast clouds
597,Comodoro Rivadavia,AR,-45.8667,-67.5,69.66,43,0,12.66,clear sky
598,Maceio,BR,-9.6658,-35.7353,76.44,94,40,3.44,scattered clouds
599,Port Moresby,PG,-9.4431,147.1797,85.28,60,97,10.38,overcast clouds
600,Rosamorada,MX,22.1222,-105.2058,59.56,79,4,3.83,clear sky
601,Karratha,AU,-20.7377,116.8463,93.25,43,90,12.5,overcast clouds
602,Belaya Gora,RU,68.5333,146.4167,-28.64,100,66,1.9,broken clouds
603,Ulladulla,AU,-35.35,150.4667,70.88,58,51,14.61,broken clouds
604,Chacabuco,AR,-34.6417,-60.4739,69.8,92,100,5.59,moderate rain
605,Luba,GQ,3.4568,8.5547,79.38,80,97,5.26,light rain
606,Siguiri,GN,11.6667,-9.5,64.81,16,11,2.01,few clouds
607,Lock Haven,US,41.137,-77.4469,39.9,96,100,4.5,light rain
608,Alice Springs,AU,-23.7,133.8833,76.55,44,100,17.27,overcast clouds
609,Tongliao,CN,43.6125,122.2653,12.9,70,8,10.69,clear sky
610,Kemin,KG,42.7846,75.6892,41.63,88,100,2.06,overcast clouds
611,Alyangula,AU,-13.8483,136.4192,88.21,62,100,4.14,overcast clouds
612,Norsup,VU,-16.0667,167.3833,83.01,77,99,8.14,overcast clouds
613,Zelenogorskiy,RU,55.0333,87.0,16.32,92,83,2.26,broken clouds
614,Okha,RU,53.5739,142.9478,6.28,91,100,23.47,light snow
615,Yekimovichi,RU,54.1129,33.2965,24.84,97,100,6.38,snow
616,Axim,GH,4.8699,-2.2405,75.72,86,42,4.32,scattered clouds
617,Hyeres,FR,43.1167,6.1167,45.34,81,0,3.44,clear sky
618,Dudinka,RU,69.4058,86.1778,-15.48,100,100,5.77,overcast clouds
619,Mezen,RU,65.8522,44.24,5.09,98,95,3.09,overcast clouds
620,Nouadhibou,MR,20.931,-17.0347,67.5,61,0,13.06,clear sky
621,Piranhas,BR,-16.4269,-51.8222,71.98,95,91,1.68,overcast clouds
622,Makat,KZ,47.6469,53.3463,33.04,83,100,16.4,overcast clouds
623,Kurumkan,RU,54.3,110.3,-7.11,95,71,1.39,broken clouds
624,Bacungan,PH,9.9106,118.7022,84.43,66,59,5.48,broken clouds
625,Maragogi,BR,-9.0122,-35.2225,78.03,78,41,5.97,scattered clouds
626,Jaffna,LK,9.6685,80.0074,79.56,60,7,2.04,clear sky
627,Pemberton,CA,50.3164,-122.8027,27.99,97,100,1.23,overcast clouds
628,Varkaus,FI,62.3153,27.873,5.11,100,82,1.97,broken clouds
629,Dezful,IR,32.3811,48.4058,58.78,34,25,2.26,scattered clouds
630,Porbandar,IN,21.6422,69.6093,77.49,36,15,14.7,few clouds
631,Dwarka,IN,22.2394,68.9678,74.12,41,5,14.85,clear sky
632,Peniche,PT,39.3558,-9.3811,54.63,79,100,2.39,overcast clouds
633,Marawi,PH,7.9986,124.2928,73.65,73,96,4.88,overcast clouds
634,Fort Morgan,US,40.2503,-103.8,3.09,92,100,4.61,overcast clouds
635,Kargasok,RU,59.0556,80.8572,19.53,89,100,12.44,overcast clouds
636,Wicklow,IE,53.0,-6.4167,41.45,97,82,6.15,broken clouds
637,Afua,BR,-0.1567,-50.3867,74.71,96,100,3.11,overcast clouds
638,Plouzane,FR,48.3833,-4.6167,46.72,100,100,10.36,light intensity drizzle
639,Yelizovo,RU,53.1873,158.3805,32.14,59,75,8.95,broken clouds
640,Fort Nelson,CA,58.8053,-122.7002,-8.99,96,100,6.8,overcast clouds
641,Yuanping,CN,38.7153,112.7575,32.9,13,22,1.34,few clouds
642,Cayenne,GF,4.9333,-52.3333,78.1,89,40,1.01,scattered clouds
643,Canavieiras,BR,-15.675,-38.9472,74.62,87,95,1.05,overcast clouds
644,Hamilton,US,39.1834,-84.5333,39.42,95,100,1.99,mist
645,Helong,CN,42.5397,128.9972,15.89,56,67,12.1,broken clouds
646,Muroto,JP,33.2833,134.15,47.77,52,100,1.86,overcast clouds
647,Muzhi,RU,65.3667,64.6667,-14.87,99,88,2.98,overcast clouds
648,Hammerfest,NO,70.6634,23.6821,18.05,79,0,5.75,clear sky
649,Harper,LR,4.375,-7.7169,76.95,82,42,1.52,light rain
650,Sisimiut,GL,66.9395,-53.6735,7.34,62,100,20.07,overcast clouds
651,Hanzhong,CN,33.0728,107.0303,47.1,46,85,2.21,overcast clouds
652,Manaquiri,BR,-3.3167,-60.35,75.65,99,100,2.17,overcast clouds
653,Lima,PE,-12.0432,-77.0282,68.4,61,20,13.8,few clouds
654,San Vicente,AR,-26.6167,-54.1333,68.52,71,18,3.04,few clouds
655,Casma,CL,-41.0082,-73.1244,54.25,99,23,2.86,few clouds
656,Loandjili,CG,-4.7561,11.8578,78.08,80,100,7.16,overcast clouds
657,Buchanan,LR,5.8808,-10.0467,76.03,90,19,3.74,few clouds
658,Beyneu,KZ,45.3167,55.2,36.37,81,100,17.22,overcast clouds
659,Jagdispur,IN,25.4833,84.4167,64.22,43,2,11.41,clear sky
660,Oranjestad,AW,12.524,-70.027,78.96,84,6,23.26,clear sky
661,Bozoum,CF,6.3193,16.3799,66.34,25,24,2.95,few clouds
662,Phan Thiet,VN,10.9333,108.1,87.98,55,41,16.33,scattered clouds
663,Rocha,UY,-34.4833,-54.3333,65.61,98,44,7.23,scattered clouds
664,Korla,CN,41.7597,86.1469,30.54,38,80,5.59,broken clouds
665,Cururupu,BR,-1.8283,-44.8683,75.52,92,99,2.89,overcast clouds
666,Ligayan,PH,4.6533,119.4706,81.97,73,99,8.7,overcast clouds
667,Mitzic,GA,0.7821,11.549,69.51,94,100,2.28,overcast clouds
668,Huarmey,PE,-10.0681,-78.1522,70.72,81,96,8.7,overcast clouds
669,Beckley,US,37.7782,-81.1882,43.29,95,100,1.99,light rain
670,Vyartsilya,RU,62.1764,30.693,1.44,99,78,1.54,broken clouds
671,Poum,NC,-20.2333,164.0167,82.9,69,22,5.41,few clouds
672,Tikhvin,RU,59.6451,33.5294,6.8,99,98,2.01,overcast clouds
673,San Juan,AR,-31.5375,-68.5364,77.72,42,89,6.67,overcast clouds
674,Altea,ES,38.5989,-0.0514,60.04,62,15,6.42,few clouds
675,Kerteminde,DK,55.449,10.6577,43.32,94,100,10.74,light rain
676,Porto Walter,BR,-8.2686,-72.7439,73.67,86,100,2.98,overcast clouds
677,Northview,US,43.0456,-85.6006,20.82,78,40,3.0,scattered clouds
678,Arman,RU,59.7,150.1667,10.06,78,100,11.77,overcast clouds
679,Islamkot,PK,24.6997,70.177,74.62,21,2,13.8,clear sky
680,Khabary,RU,53.6259,79.5345,8.53,96,100,5.99,overcast clouds
681,Roald,NO,62.5833,6.1333,35.33,64,0,17.27,clear sky
682,Nadvoitsy,RU,63.8667,34.3167,0.37,100,95,3.33,overcast clouds
683,Altay,CN,47.8667,88.1167,13.53,75,8,0.89,clear sky
684,Kjollefjord,NO,70.9457,27.3465,21.25,85,0,11.5,clear sky
685,Birao,CF,10.2849,22.7882,71.42,20,91,1.97,overcast clouds
686,Imbituba,BR,-28.24,-48.6703,77.83,94,21,10.56,few clouds
687,San Quintin,MX,30.4833,-115.95,56.34,69,0,8.37,clear sky
688,Santo Antonio Do Sudoeste,BR,-26.0736,-53.7253,68.02,80,1,3.04,light rain
689,Mahon,ES,39.8885,4.2658,45.16,87,0,8.05,clear sky
690,Verkhnevilyuysk,RU,63.4453,120.3167,-15.66,95,100,5.14,overcast clouds
691,Chicama,PE,-7.8447,-79.1469,70.95,72,86,6.13,overcast clouds
692,Kiama,AU,-34.6833,150.8667,75.0,61,86,1.01,overcast clouds
693,Palasa,IN,18.7667,84.4167,80.13,58,37,9.69,scattered clouds
694,Salalah,OM,17.0151,54.0924,84.29,24,0,18.41,clear sky
695,Vardo,NO,70.3705,31.1107,26.8,61,100,17.98,light snow
696,Parapotamos,GR,39.5492,20.3228,48.76,70,0,6.87,clear sky
697,Flinders,AU,-34.5833,150.8552,74.8,60,76,17.49,broken clouds
698,Bella Union,UY,-30.2752,-57.6007,78.84,36,53,7.45,broken clouds
699,Dzilam Gonzalez,MX,21.2833,-88.9333,71.73,91,0,7.9,clear sky
700,Odweyne,SO,9.4092,45.064,75.85,11,1,16.46,clear sky
701,Sirohi,IN,24.8833,72.8667,71.98,23,0,10.36,clear sky
702,Bontang,ID,0.1333,117.5,84.67,65,77,9.48,broken clouds
703,Launceston,AU,-41.45,147.1667,69.8,48,75,8.01,broken clouds
