City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
280,Joao Pinheiro,BR,2022-01-30 18:02:05,-17.7425,-46.1725,76.57,75,71,5.17
281,Xichang,CN,2022-01-30 18:02:28,27.8964,102.2634,38.41,74,52,4.56
282,Bambous Virieux,MU,2022-01-30 18:02:28,-20.3428,57.7575,80.85,83,75,8.05
283,Maykor,RU,2022-01-30 18:02:29,59.0059,55.88,0.23,100,96,2.89
284,Fecamp,FR,2022-01-30 18:02:29,49.7579,0.3746,45.7,83,32,9.06
285,Dunbar,US,2022-01-30 18:00:03,38.3606,-81.7374,41.18,46,89,1.99
286,Markova,UA,2022-01-30 18:02:30,48.6758,24.4138,33.39,88,97,17.9
287,Port Hardy,CA,2022-01-30 18:01:15,50.6996,-127.4199,39.76,100,100,4.61
288,Port Macquarie,AU,2022-01-30 18:02:31,-31.4333,152.9167,69.89,100,40,4.61
289,Adiake,CI,2022-01-30 18:02:31,5.2863,-3.304,85.59,74,47,9.78
290,Ayr,GB,2022-01-30 18:02:31,55.4627,-4.6339,46.49,87,75,31.07
291,Porto Belo,BR,2022-01-30 18:02:32,-27.1578,-48.5531,81.18,64,87,12.48
292,Zacatecoluca,SV,2022-01-30 18:02:32,13.5,-88.8667,87.98,31,0,11.32
293,Hit,IQ,2022-01-30 18:02:33,33.6416,42.8251,51.64,55,7,6.8
294,Lavrentiya,RU,2022-01-30 18:02:33,65.5833,-171.0,-4.76,88,4,5.12
295,Ouango,CF,2022-01-30 18:02:33,4.3133,22.5552,78.78,24,41,2.64
296,Berlevag,NO,2022-01-30 18:02:34,70.8578,29.0864,30.2,78,97,21.39
297,Ojinaga,MX,2022-01-30 18:02:34,29.5667,-104.4167,67.57,41,0,0.0
298,Natal,BR,2022-01-30 18:02:31,-5.795,-35.2094,85.28,63,60,13.31
299,Maningrida,AU,2022-01-30 18:02:35,-12.0667,134.2667,78.87,88,100,12.19
300,Le Port,RE,2022-01-30 18:02:35,-20.9373,55.2919,80.6,78,61,2.33
301,Progreso,MX,2022-01-30 18:02:36,21.2833,-89.6667,77.11,45,73,10.11
302,Mirnyy,RU,2022-01-30 18:02:36,62.5353,113.9611,-19.25,100,65,4.29
303,Freeport,US,2022-01-30 18:00:50,40.6576,-73.5832,27.05,56,0,7.0
304,Tabuk,PH,2022-01-30 18:02:37,17.4189,121.4443,69.8,90,98,7.29
305,Plouzane,FR,2022-01-30 18:02:37,48.3833,-4.6167,50.09,96,100,6.91
306,Ocos,GT,2022-01-30 18:02:38,14.5094,-92.1933,91.9,61,5,7.49
307,Amberley,US,2022-01-30 18:02:38,39.2048,-84.428,37.9,55,0,3.0
308,Hambantota,LK,2022-01-30 18:02:38,6.1241,81.1185,77.38,87,16,11.74
309,Palmer,US,2022-01-30 18:02:39,42.1584,-72.3287,23.04,36,0,3.0
310,Severo-Yeniseyskiy,RU,2022-01-30 18:02:39,60.3725,93.0408,-11.65,100,88,3.65
311,Weiser,US,2022-01-30 18:02:40,44.251,-116.9693,24.6,84,70,0.78
312,Kungurtug,RU,2022-01-30 18:02:40,50.5994,97.5228,-21.68,98,49,1.72
313,Kidal,ML,2022-01-30 18:02:40,18.4411,1.4078,77.13,12,2,11.14
314,Somerset,US,2022-01-30 17:59:17,40.5668,-74.5496,26.85,47,25,4.0
315,Sioux Lookout,CA,2022-01-30 18:02:41,50.1001,-91.917,-0.33,78,100,2.3
316,Tahoua,NE,2022-01-30 18:03:42,14.8888,5.2692,75.04,11,2,13.51
317,Husavik,IS,2022-01-30 18:03:42,66.0449,-17.3389,25.14,70,74,27.49
318,Oudtshoorn,ZA,2022-01-30 18:03:42,-33.5907,22.2014,74.68,67,93,6.22
319,Mehamn,NO,2022-01-30 18:03:43,71.0357,27.8492,32.18,64,75,20.71
320,Madras,IN,2022-01-30 17:59:57,13.0878,80.2785,78.96,80,56,2.3
321,Kabare,CD,2022-01-30 18:03:43,-2.4683,28.8242,63.03,91,97,2.21
322,Turukhansk,RU,2022-01-30 18:03:44,65.8167,87.9833,0.99,95,100,8.63
323,Haines Junction,CA,2022-01-30 18:03:44,60.7522,-137.5108,-0.94,98,98,3.49
324,College,US,2022-01-30 18:03:15,64.8569,-147.8028,-25.02,71,75,0.0
325,Maindargi,IN,2022-01-30 18:03:45,17.4667,76.3,74.21,26,3,3.76
326,Asfi,MA,2022-01-30 18:03:45,32.2994,-9.2372,64.99,62,55,11.3
327,Karratha,AU,2022-01-30 18:03:46,-20.7377,116.8463,83.5,60,49,22.24
328,Trinidad,BO,2022-01-30 18:00:44,-14.8333,-64.9,84.81,72,77,3.65
329,Mount Isa,AU,2022-01-30 18:00:45,-20.7333,139.5,74.97,100,75,8.05
330,Poum,NC,2022-01-30 18:03:46,-20.2333,164.0167,79.7,79,99,7.94
331,Poros,GR,2022-01-30 18:03:47,37.4994,23.4536,49.62,68,90,4.83
332,Malartic,CA,2022-01-30 18:00:09,48.1335,-78.1328,11.01,78,97,8.01
333,Hof,DE,2022-01-30 18:03:47,50.3167,11.9167,36.68,68,100,10.36
334,Rio Cuarto,AR,2022-01-30 18:03:47,-33.1307,-64.3499,89.37,37,20,11.5
335,Grootfontein,NA,2022-01-30 18:03:48,-19.5667,18.1167,69.01,82,88,8.84
336,Kpalime,TG,2022-01-30 18:03:48,6.9,0.6333,86.16,12,55,3.02
337,Tiksi,RU,2022-01-30 18:03:48,71.6872,128.8694,-17.25,100,82,4.14
338,San Patricio,US,2022-01-30 18:03:49,28.017,-97.5169,70.21,48,0,11.45
339,Abatskoye,RU,2022-01-30 18:03:49,56.2875,70.4555,6.48,96,100,6.06
340,San Jose,US,2022-01-30 18:01:45,37.3394,-121.895,57.25,62,20,0.0
341,Bonthe,SL,2022-01-30 18:03:50,7.5264,-12.505,82.92,64,24,12.55
342,Mayumba,GA,2022-01-30 18:03:50,-3.432,10.6554,78.53,85,91,5.37
343,Samfya,ZM,2022-01-30 18:03:51,-11.3649,29.5565,64.4,94,100,1.23
344,Colombo,LK,2022-01-30 18:00:06,6.9319,79.8478,80.55,84,12,4.29
345,Kruisfontein,ZA,2022-01-30 18:03:51,-34.0033,24.7314,73.89,82,82,14.38
346,Vostok,RU,2022-01-30 18:03:52,46.4856,135.8833,-21.5,99,71,3.8
347,Ribeira Grande,PT,2022-01-30 18:03:52,38.5167,-28.7,57.6,77,40,19.57
348,Virgilio,IT,2022-01-30 18:03:52,45.1195,10.7905,50.4,85,2,6.44
349,Norsup,VU,2022-01-30 18:03:53,-16.0667,167.3833,78.35,88,100,6.51
350,Bousso,TD,2022-01-30 18:03:53,10.4795,16.7117,77.27,14,58,7.87
351,Parana,AR,2022-01-30 18:03:54,-31.732,-60.5238,92.57,30,0,5.08
352,Mosquera,CO,2022-01-30 18:03:54,4.7059,-74.2302,68.09,49,40,13.8
353,Pitimbu,BR,2022-01-30 18:03:54,-7.4706,-34.8086,88.39,64,96,12.17
354,Pierre,US,2022-01-30 18:03:55,44.3683,-100.351,32.92,59,0,10.36
355,Homestead,US,2022-01-30 18:00:06,25.4687,-80.4776,62.98,39,0,5.99
356,Byron Bay,AU,2022-01-30 18:03:55,-28.65,153.6167,73.87,89,89,7.09
357,Iralaya,HN,2022-01-30 18:03:56,15.0,-83.2333,78.89,71,58,19.51
358,Zhangye,CN,2022-01-30 18:03:56,38.9342,100.4517,17.51,44,78,3.36
359,Ardakan,IR,2022-01-30 18:03:56,32.31,54.0175,45.09,26,8,1.19
360,Thinadhoo,MV,2022-01-30 18:03:57,0.5333,72.9333,82.02,73,100,10.71
361,Gardendale,US,2022-01-30 18:03:57,33.6601,-86.8128,56.89,41,0,11.5
362,Kolvereid,NO,2022-01-30 18:03:58,64.8655,11.6047,33.03,57,99,13.22
363,Kutum,SD,2022-01-30 18:03:58,14.2,24.6667,61.97,14,1,10.8
364,Stara Vyzhivka,UA,2022-01-30 18:04:58,51.4376,24.44,32.18,96,97,25.95
365,Ormara,PK,2022-01-30 18:04:59,25.2088,64.6357,72.84,79,0,17.18
366,Enterprise,US,2022-01-30 18:04:59,36.0252,-115.2419,57.85,18,20,1.99
367,Pundaguitan,PH,2022-01-30 18:05:00,6.3711,126.1689,80.1,80,38,9.55
368,Dayong,CN,2022-01-30 18:05:00,25.0209,118.2898,52.9,84,23,4.16
369,Najran,SA,2022-01-30 18:05:01,17.4924,44.1277,66.04,25,9,3.91
370,Tezu,IN,2022-01-30 18:05:01,27.9167,96.1667,53.26,53,61,3.8
371,Avera,US,2022-01-30 18:05:01,33.194,-82.5271,55.44,32,0,16.02
372,Biryusinsk,RU,2022-01-30 18:05:02,55.9634,97.8235,-1.32,99,100,1.32
373,Boromo,BF,2022-01-30 18:05:02,11.75,-2.9333,89.94,8,16,10.74
374,Auki,SB,2022-01-30 18:05:03,-8.7676,160.7034,77.61,87,100,3.74
375,Santa Eulalia,PE,2022-01-30 18:05:03,-11.85,-76.6833,46.99,70,99,10.6
376,Akim Swedru,GH,2022-01-30 18:05:03,5.8938,-1.0164,85.1,31,99,5.14
377,San Lawrenz,MT,2022-01-30 18:05:04,36.0553,14.204,54.86,81,0,4.0
378,Meadow Lake,US,2022-01-30 18:05:04,34.8014,-106.5436,49.41,38,100,2.89
379,Liverpool,GB,2022-01-30 18:03:03,53.4106,-2.9779,46.15,83,75,5.01
380,Coihaique,CL,2022-01-30 18:00:42,-45.5752,-72.0662,57.67,40,49,13.47
381,Belle Fourche,US,2022-01-30 18:05:05,44.6714,-103.8522,56.12,15,68,14.7
382,Beloha,MG,2022-01-30 18:05:05,-25.1667,45.05,74.57,68,88,15.77
383,Labrea,BR,2022-01-30 18:05:06,-7.2586,-64.7981,80.46,80,100,2.89
384,San Luis,AR,2022-01-30 18:04:28,-33.295,-66.3356,92.35,20,0,5.91
385,Pangnirtung,CA,2022-01-30 18:05:06,66.1451,-65.7125,-23.15,86,83,6.11
386,Mana,GF,2022-01-30 18:05:07,5.6592,-53.7767,82.81,67,44,11.14
387,Fairbanks,US,2022-01-30 18:05:07,64.8378,-147.7164,-25.02,71,40,0.0
388,Roswell,US,2022-01-30 18:05:07,34.0232,-84.3616,53.42,41,0,3.0
389,Caruray,PH,2022-01-30 18:05:08,10.3094,119.0128,77.88,84,22,1.12
390,Amahai,ID,2022-01-30 18:05:08,-3.3333,128.9167,78.98,82,100,8.46
391,Oktyabrskiy,RU,2022-01-30 18:05:08,54.4815,53.471,24.12,96,100,4.99
392,Marzuq,YE,2022-01-30 18:05:09,14.4,46.4667,64.4,76,71,6.85
393,Nerchinskiy Zavod,RU,2022-01-30 18:05:09,51.3088,119.61,-22.29,99,22,2.26
394,Terney,RU,2022-01-30 18:05:10,45.0503,136.6092,0.86,83,2,10.96
395,Balykshi,KZ,2022-01-30 18:05:10,47.0667,51.8667,28.4,100,40,8.95
396,Naze,JP,2022-01-30 18:02:50,28.3667,129.4833,52.81,69,97,18.9
397,Cozumel,MX,2022-01-30 18:01:59,20.5083,-86.9458,73.99,59,37,4.0
398,Alta Floresta,BR,2022-01-30 18:05:11,-9.8756,-56.0861,72.43,96,100,4.7
399,Colares,PT,2022-01-30 18:03:29,38.7992,-9.4469,61.29,50,0,5.01
400,Nabire,ID,2022-01-30 18:05:11,-3.3667,135.4833,74.57,88,98,1.86
401,Falun,SE,2022-01-30 18:05:12,60.6036,15.626,30.94,72,29,13.6
402,Nova Ushytsya,UA,2022-01-30 18:05:12,48.8372,27.2743,32.88,96,80,17.02
403,Port Moresby,PG,2022-01-30 18:05:13,-9.4431,147.1797,74.7,93,100,10.45
404,Tambopata,PE,2022-01-30 18:00:24,-12.7333,-69.1833,71.85,99,100,3.18
405,Port Hedland,AU,2022-01-30 18:05:13,-20.3167,118.5667,82.45,83,52,18.41
406,Sao Jose Da Coroa Grande,BR,2022-01-30 18:05:14,-8.8978,-35.1478,82.85,70,85,9.69
407,Eureka,US,2022-01-30 18:03:01,40.8021,-124.1637,49.93,86,91,5.99
408,Saldanha,ZA,2022-01-30 18:05:14,-33.0117,17.9442,66.7,87,62,18.03
409,Mareeba,AU,2022-01-30 18:05:14,-17.0,145.4333,72.45,93,72,1.88
410,Ugoofaaru,MV,2022-01-30 18:05:15,5.6667,73.0,81.52,77,57,14.23
411,Kumluca,TR,2022-01-30 18:05:15,36.3703,30.2869,48.67,91,99,2.28
412,Saint-Pierre,RE,2022-01-30 18:06:16,-21.3393,55.4781,80.28,78,28,14.97
413,Niwari,IN,2022-01-30 18:06:16,28.8833,77.5333,57.22,54,0,6.22
414,Lucapa,AO,2022-01-30 18:06:16,-8.4192,20.7447,67.41,92,99,3.2
415,Voh,NC,2022-01-30 18:06:17,-20.9667,164.7,76.06,90,99,3.2
416,Alihe,CN,2022-01-30 18:06:17,50.5667,123.7167,-7.47,97,12,3.27
417,Port-Cartier,CA,2022-01-30 18:06:18,50.0334,-66.8654,8.74,75,100,16.28
418,Ledyard,US,2022-01-30 18:06:18,41.4398,-72.0142,23.67,36,0,8.01
419,Flin Flon,CA,2022-01-30 18:06:18,54.7682,-101.865,9.36,93,100,7.83
420,Yimnon,GR,2022-01-30 18:06:19,38.4333,23.8833,48.58,70,36,1.99
421,Santa Maria,BR,2022-01-30 18:03:58,-29.6842,-53.8069,86.23,41,45,3.42
422,Puerto Montt,CL,2022-01-30 18:06:19,-41.4698,-72.9447,58.28,48,54,7.11
423,Hobyo,SO,2022-01-30 18:06:20,5.3505,48.5268,77.47,74,94,16.93
424,Mar Del Plata,AR,2022-01-30 18:06:20,-38.0023,-57.5575,86.02,54,40,20.0
425,Hualmay,PE,2022-01-30 18:06:20,-11.0964,-77.6139,75.4,71,100,10.71
426,Shetpe,KZ,2022-01-30 18:06:21,44.1667,52.1167,36.25,76,96,7.87
427,Launceston,AU,2022-01-30 18:06:21,-41.45,147.1667,59.61,87,40,1.99
428,Ciudad Guayana,VE,2022-01-30 18:06:22,8.3533,-62.6528,93.45,29,36,8.16
429,La Roda,ES,2022-01-30 18:01:48,39.2167,-2.15,56.91,23,0,5.1
430,Goderich,CA,2022-01-30 18:01:34,43.7501,-81.7165,21.9,80,100,7.92
431,Klaksvik,FO,2022-01-30 18:06:12,62.2266,-6.589,38.32,82,100,15.93
432,Santa Lucia,ES,2022-01-30 18:06:23,27.9117,-15.5407,58.32,68,20,3.44
433,Manono,CD,2022-01-30 18:06:23,-7.3,27.4167,69.98,95,99,3.51
434,Guangshui,CN,2022-01-30 18:06:23,31.6199,113.9978,37.35,79,100,1.9
435,Svetlogorsk,BY,2022-01-30 18:06:24,52.6333,29.7333,31.59,95,100,10.33
436,Kismayo,SO,2022-01-30 18:06:24,-0.3582,42.5454,77.86,77,25,16.35
437,Ayan,RU,2022-01-30 18:06:24,56.45,138.1667,1.04,69,100,17.52
438,Sinjai,ID,2022-01-30 18:06:25,-5.1241,120.253,76.15,73,100,4.03
439,Marsh Harbour,BS,2022-01-30 18:06:25,26.5412,-77.0636,62.42,59,99,12.03
440,Caxambu,BR,2022-01-30 18:03:31,-21.9772,-44.9325,73.09,82,99,6.2
441,Bonavista,CA,2022-01-30 18:06:26,48.6499,-53.1147,39.61,77,100,34.0
442,Floresta,BR,2022-01-30 18:06:26,-8.6011,-38.5686,95.67,24,98,8.66
443,Bela Vista,BR,2022-01-30 18:06:26,-22.1089,-56.5211,98.37,29,19,3.24
444,Olafsvik,IS,2022-01-30 18:06:27,64.8945,-23.7142,28.67,59,100,38.23
445,Port-Gentil,GA,2022-01-30 18:06:27,-0.7193,8.7815,81.68,76,99,7.58
446,Chabahar,IR,2022-01-30 18:06:28,25.2919,60.643,71.92,77,0,14.16
447,Grenfell,AU,2022-01-30 18:06:28,-33.9,148.1667,69.17,78,24,4.29
448,Menongue,AO,2022-01-30 18:06:28,-14.6585,17.691,63.84,76,100,9.28
449,Prince Rupert,CA,2022-01-30 18:06:29,54.3161,-130.3201,33.89,100,100,4.61
450,San Martin,AR,2022-01-30 18:06:29,-33.081,-68.4681,91.42,23,0,8.95
451,Gilgit,PK,2022-01-30 18:06:30,35.9221,74.3087,24.75,64,4,3.51
452,Tarko-Sale,RU,2022-01-30 18:06:30,64.9225,77.785,1.29,95,98,8.01
453,San Jeronimo,PE,2022-01-30 18:06:30,-11.9472,-75.2829,59.36,57,100,5.35
454,Puerto Narino,CO,2022-01-30 18:06:31,-3.7703,-70.3831,91.35,38,76,4.9
455,The Valley,AI,2022-01-30 18:07:32,18.217,-63.0578,82.09,69,40,12.66
456,Belmonte,BR,2022-01-30 18:07:32,-15.8631,-38.8828,88.3,62,75,12.28
457,Braila,RO,2022-01-30 18:07:32,45.2667,27.9833,37.96,60,35,8.05
458,Torbay,CA,2022-01-30 18:07:33,47.6666,-52.7314,46.76,88,100,8.99
459,Kapuskasing,CA,2022-01-30 18:06:01,49.4169,-82.4331,2.7,84,98,6.69
460,Moguer,ES,2022-01-30 18:07:34,37.2756,-6.8385,59.88,40,63,3.74
461,Argelia,CO,2022-01-30 18:07:34,2.2556,-77.2488,68.05,95,100,1.28
462,Bundaberg,AU,2022-01-30 18:07:34,-24.85,152.35,72.21,97,66,1.99
463,Badou,TG,2022-01-30 18:07:35,7.5833,0.6,83.07,13,64,5.01
464,Dzerzhinskoye,RU,2022-01-30 18:07:35,56.8344,95.2283,-7.96,100,87,1.5
465,Araouane,ML,2022-01-30 18:07:36,18.9048,-3.5265,80.83,12,17,10.63
466,Wanlaweyn,SO,2022-01-30 18:07:36,2.6185,44.8938,78.17,64,99,18.81
467,Peterhead,GB,2022-01-30 18:07:37,57.5058,-1.7981,41.4,95,100,32.26
468,Nanortalik,GL,2022-01-30 18:07:37,60.1432,-45.2371,18.1,67,100,10.74
469,La Peca,PE,2022-01-30 18:07:37,-5.6111,-78.435,86.86,37,85,2.64
470,Marabba,SD,2022-01-30 18:07:38,12.35,32.1833,76.03,13,50,13.76
471,Taltal,CL,2022-01-30 18:07:38,-25.4,-70.4833,68.23,70,25,6.8
472,Jiayuguan,CN,2022-01-30 18:07:38,39.8167,98.3,16.54,47,100,6.64
473,Sorland,NO,2022-01-30 18:07:39,67.667,12.6934,33.66,50,100,17.69
474,Sola,VU,2022-01-30 18:07:39,-13.8833,167.55,79.79,83,100,16.67
475,Karaton,ID,2022-01-30 18:07:40,-6.3424,106.1045,78.33,90,95,3.27
476,Ixtapa,MX,2022-01-30 18:04:28,20.7,-105.2,78.03,50,0,5.75
477,Requena,ES,2022-01-30 18:07:40,39.4883,-1.1004,52.52,21,0,4.88
478,Buchanan,LR,2022-01-30 18:07:41,5.8808,-10.0467,85.96,74,49,10.33
479,Pennsauken,US,2022-01-30 18:07:41,39.9562,-75.058,26.96,38,0,1.01
480,Labuhan,ID,2022-01-30 18:07:41,-6.8844,112.2051,77.83,88,100,5.59
481,Agadez,NE,2022-01-30 18:07:42,19.75,10.25,62.28,14,0,10.4
482,Outjo,NA,2022-01-30 18:07:42,-20.1167,16.15,66.81,85,100,14.74
483,Kilindoni,TZ,2022-01-30 18:07:42,-7.9139,39.6668,80.42,79,100,10.47
484,Kyabe,TD,2022-01-30 18:07:43,9.4515,18.9449,82.04,15,34,4.18
485,Yerbogachen,RU,2022-01-30 18:07:43,61.2767,108.0108,-9.42,100,98,2.84
486,Sabha,LY,2022-01-30 18:07:44,27.0377,14.4283,50.68,42,2,11.14
487,Cayenne,GF,2022-01-30 18:07:44,4.9333,-52.3333,82.44,84,100,4.0
488,Morondava,MG,2022-01-30 18:07:45,-20.2833,44.2833,83.39,73,7,16.51
489,Hauterive,FR,2022-01-30 18:07:45,46.0901,3.4459,44.38,91,38,1.34
490,Martil,MA,2022-01-30 18:07:45,35.6166,-5.2752,60.87,83,29,5.5
491,Ostrovnoy,RU,2022-01-30 18:07:46,68.0531,39.5131,2.64,97,91,8.1
492,Hervey Bay,AU,2022-01-30 18:07:46,-25.2986,152.8535,72.03,86,82,8.23
493,Uncia,BO,2022-01-30 18:07:47,-18.467,-66.5685,53.74,62,95,1.68
494,Zawiercie,PL,2022-01-30 18:07:47,50.4877,19.4168,38.61,82,100,5.99
495,Humaita,BR,2022-01-30 18:07:47,-7.5061,-63.0208,75.11,94,100,2.57
496,Susanville,US,2022-01-30 18:04:41,40.4163,-120.653,35.1,55,0,0.0
497,Suntar,RU,2022-01-30 18:07:48,62.1444,117.6319,-17.1,99,55,3.89
498,Weymouth,US,2022-01-30 18:05:49,42.2209,-70.9398,23.16,60,75,5.01
499,Ichinohe,JP,2022-01-30 18:07:48,40.2069,141.3017,18.57,81,48,9.69
500,Jiangyou,CN,2022-01-30 18:08:49,31.7667,104.7167,40.21,76,96,2.17
501,Tabou,CI,2022-01-30 18:08:49,4.423,-7.3528,82.51,75,59,8.68
502,Charters Towers,AU,2022-01-30 18:08:49,-20.1,146.2667,73.53,82,3,5.14
503,Ola,RU,2022-01-30 18:08:50,59.5833,151.2833,6.69,77,100,12.08
504,Labytnangi,RU,2022-01-30 18:08:50,66.6572,66.4183,-9.04,98,99,3.0
505,Binga,ZW,2022-01-30 18:08:51,-17.6203,27.3414,71.73,90,99,5.32
506,Opuwo,NA,2022-01-30 18:08:51,-18.0607,13.84,74.17,36,71,17.16
507,Beira,MZ,2022-01-30 18:08:52,-19.8436,34.8389,78.3,71,32,8.5
508,Jaunpur,IN,2022-01-30 18:08:52,25.7333,82.6833,53.98,63,0,3.56
509,Raga,SS,2022-01-30 18:08:52,8.4596,25.678,73.38,19,97,4.56
510,Kiruna,SE,2022-01-30 18:08:53,67.8557,20.2251,-4.76,85,85,4.65
511,San Rafael,AR,2022-01-30 18:08:53,-34.6177,-68.3301,85.57,27,0,10.85
512,Puteyets,RU,2022-01-30 18:08:54,65.1716,57.091,8.62,96,98,6.04
513,Verkhoturye,RU,2022-01-30 18:08:54,58.8627,60.8054,3.09,98,99,1.16
514,Tucurui,BR,2022-01-30 18:08:54,-3.7661,-49.6725,80.56,75,100,1.95
515,Perisoru,RO,2022-01-30 18:08:55,44.45,27.55,41.83,72,82,6.38
516,Yazman,PK,2022-01-30 18:08:55,29.1212,71.7446,63.97,20,0,5.12
517,Gaeta,IT,2022-01-30 18:08:55,41.2183,13.5628,55.74,84,29,7.49
518,Jiexiu,CN,2022-01-30 18:08:56,37.0244,111.9125,21.69,45,0,8.86
519,Jieshi,CN,2022-01-30 18:08:56,22.8134,115.8257,52.95,68,44,16.55
520,Yar-Sale,RU,2022-01-30 18:08:57,66.8333,70.8333,-1.68,96,100,7.92
521,Vicuna,CL,2022-01-30 18:08:57,-30.0319,-70.7081,82.78,39,0,10.11
522,Kloulklubed,PW,2022-01-30 18:08:43,7.0419,134.2556,82.02,68,98,9.73
523,Solca,RO,2022-01-30 18:08:58,47.7,25.85,38.43,63,85,15.82
524,Hillsboro,US,2022-01-30 18:05:08,45.5229,-122.9898,46.45,81,100,0.0
525,Hurghada,EG,2022-01-30 18:08:58,27.2574,33.8129,59.65,47,93,12.17
526,Valentin Gomez Farias,MX,2022-01-30 18:08:58,28.2167,-106.5833,61.81,27,31,14.79
527,Vesele,UA,2022-01-30 18:08:59,47.0148,34.915,32.02,98,100,12.5
528,Lata,PT,2022-01-30 18:08:59,40.1629,-8.3327,54.91,49,88,2.21
529,La Grande,US,2022-01-30 18:09:00,45.3246,-118.0877,50.05,59,89,7.87
530,Rathdrum,US,2022-01-30 18:09:00,47.8137,-116.892,31.23,93,40,1.01
531,Belfast,GB,2022-01-30 18:07:53,54.5833,-5.9333,46.38,81,75,17.27
532,Lorengau,PG,2022-01-30 18:07:13,-2.0226,147.2712,79.23,82,100,10.45
533,Kieta,PG,2022-01-30 18:09:01,-6.2167,155.6333,79.21,86,100,5.91
534,Kamariotissa,GR,2022-01-30 18:09:01,40.4833,25.4667,41.05,46,38,8.55
535,Yushu,CN,2022-01-30 18:09:02,44.8,126.5333,-4.07,100,8,2.15
536,Togur,RU,2022-01-30 18:05:59,58.3631,82.8265,6.67,92,100,7.9
537,Tananger,NO,2022-01-30 18:09:02,58.9333,5.6,37.9,72,75,1.01
538,Tomatlan,MX,2022-01-30 18:09:03,19.9333,-105.25,86.16,35,2,6.22
539,Itaporanga,BR,2022-01-30 18:09:03,-7.3044,-38.1503,93.88,29,72,8.86
540,Geelong,AU,2022-01-30 18:09:03,-38.1471,144.3607,70.83,93,100,1.99
541,Sinnamary,GF,2022-01-30 18:09:04,5.3833,-52.95,80.6,75,58,10.04
542,Katunino,RU,2022-01-30 18:09:04,64.3862,40.6298,13.89,95,100,5.55
543,Kalabo,ZM,2022-01-30 18:09:04,-14.97,22.6814,66.94,90,96,6.06
544,Narsaq,GL,2022-01-30 18:09:05,60.9167,-46.05,12.42,63,100,8.3
545,Wanning,CN,2022-01-30 18:10:05,18.8003,110.3967,68.97,90,99,10.56
546,Pozzallo,IT,2022-01-30 18:10:06,36.7305,14.8499,52.45,83,0,17.11
547,Manokwari,ID,2022-01-30 18:10:06,-0.8667,134.0833,77.68,73,100,7.58
548,Boa Vista,BR,2022-01-30 18:10:07,2.8197,-60.6733,89.58,40,75,16.11
549,Akonolinga,CM,2022-01-30 18:10:07,3.7667,12.25,76.06,26,93,0.65
550,Maniitsoq,GL,2022-01-30 18:10:07,65.4167,-52.9,13.78,80,100,9.42
551,Comodoro Rivadavia,AR,2022-01-30 18:10:08,-45.8667,-67.5,64.26,17,40,17.27
552,Umm Kaddadah,SD,2022-01-30 18:10:08,13.6017,26.6876,64.0,13,1,12.37
553,Diapaga,BF,2022-01-30 18:10:08,12.0708,1.7889,84.15,8,80,9.86
554,Xining,CN,2022-01-30 18:10:09,36.6167,101.7667,9.84,70,28,2.15
555,Chapais,CA,2022-01-30 18:10:09,49.7834,-74.8492,3.6,82,99,9.6
556,Tigzirt,DZ,2022-01-30 18:10:10,36.8886,4.1198,51.94,72,0,3.0
557,Idrinskoye,RU,2022-01-30 18:10:10,54.3708,92.1358,-11.67,98,25,1.92
558,Carutapera,BR,2022-01-30 18:10:10,-1.195,-46.02,75.81,92,94,6.69
559,Burnie,AU,2022-01-30 18:10:11,-41.0667,145.9167,62.92,93,51,4.54
560,Banepa,NP,2022-01-30 18:10:11,27.6298,85.5214,44.92,93,20,3.44
561,Lyuban,BY,2022-01-30 18:10:11,52.7985,28.0048,32.41,98,95,12.66
